0.00253935	0
0.00205612	0
0.00162385	0
0.00124253	0
9.12168E-4	0
6.32757E-4	0
4.04299E-4	0
2.26795E-4	0
1.00245E-4	0
2.46492E-5	0
6.83339E-9	0
2.63182E-5	0
1.03583E-4	0
2.31802E-4	0
4.10975E-4	0
6.41102E-4	0
9.22182E-4	72
0.00125422	78
0.0016372	46
0.00207115	55
0.00255604	50
0.00309189	30
0.00367869	37
0.00431645	28
0.00500516	23
0.00574483	25
0.00653544	27
0.00737702	29
0.00826954	31
0.00921302	31
0.0102075	28
0.0112528	38
0.0123492	24
0.0134965	28
0.0146947	49
0.0159439	41
0.0172441	39
0.0185952	44
0.0199973	38
0.0214503	40
0.0229542	25
0.0245092	34
0.0261151	42
0.0277719	36
0.0294797	28
0.0312384	24
0.0330481	33
0.0349088	39
0.0368204	36
0.0387829	37
0.0407964	43
0.0428609	26
0.0449763	38
0.0471427	34
0.04936	36
0.0516283	31
0.0539475	42
0.0563177	30
0.0587388	35
0.0612109	26
0.063734	23
0.066308	29
0.0689329	29
0.0716088	23
0.0743357	30
0.0771135	31
0.0799423	27
0.082822	26
0.0857527	21
0.0887343	37
0.0917669	19
0.0948504	23
0.0979849	19
0.10117	27
0.104407	28
0.107694	16
0.111032	24
0.114422	23
0.117862	28
0.121353	20
0.124895	25
0.128488	31
0.132132	36
0.135827	38
0.139573	39
0.14337	36
0.147218	38
0.151117	39
0.155067	40
0.159067	51
0.163119	33
0.167222	41
0.171375	36
0.17558	24
0.179835	39
0.184142	29
0.188499	25
0.192907	17
0.197367	31
0.201877	23
0.206438	34
0.21105	20
0.215713	24
0.220427	22
0.225192	23
0.230008	24
0.234875	25
0.239793	21
0.244762	28
0.249782	17
0.254852	31
0.259974	16
0.265147	25
0.27037	19
0.275645	17
0.28097	19
0.286347	16
0.291774	25
0.297253	12
0.302782	20
0.308362	19
0.313993	17
0.319676	21
0.325409	21
0.331193	13
0.337028	22
0.342914	15
0.348851	23
0.354839	24
0.360878	20
0.366967	15
0.373108	24
0.3793	11
0.385543	21
0.391836	18
0.398181	14
0.404576	17
0.411023	24
0.41752	26
0.424069	19
0.430668	10
0.437318	17
0.44402	11
0.450772	19
0.457575	24
0.464429	12
0.471334	16
0.47829	14
0.485297	14
0.492355	12
0.499464	18
0.506624	20
0.513835	17
0.521096	29
0.528409	15
0.535773	20
0.543187	13
0.550653	15
0.558169	22
0.565737	13
0.573355	17
0.581025	15
0.588745	19
0.596516	21
0.604339	21
0.612212	15
0.620136	19
0.628111	15
0.636137	15
0.644214	20
0.652342	26
0.660521	25
0.668751	24
0.677032	45
0.685363	44
0.693746	33
0.70218	33
0.710664	35
0.7192	46
0.727787	34
0.736424	34
0.745113	31
0.753852	22
0.762642	30
0.771484	21
0.780376	27
0.789319	22
0.798313	20
0.807358	29
0.816455	24
0.825602	30
0.8348	17
0.844049	20
0.853348	18
0.862699	18
0.872101	20
0.881554	16
0.891058	15
0.900612	15
0.910218	19
0.919874	22
0.929582	30
0.93934	29
0.94915	43
0.95901	80
0.968922	128
0.978884	454
0.988897	2027
0.998961	4936
1.00908	5975
1.01924	6004
1.02946	5472
1.03973	4748
1.05005	2536
1.06042	644
1.07084	80
1.08131	34
1.09183	26
1.10241	30
1.11303	19
1.12371	30
1.13443	30
1.14521	25
1.15604	20
1.16692	18
1.17785	19
1.18883	32
1.19986	23
1.21095	21
1.22208	22
1.23327	16
1.2445	19
1.25579	24
1.26713	15
1.27852	24
1.28996	18
1.30145	23
1.31299	21
1.32458	22
1.33622	25
1.34792	21
1.35967	21
1.37146	25
1.38331	20
1.39521	25
1.40716	20
1.41916	20
1.43121	25
1.44331	28
1.45547	27
1.46767	20
1.47992	16
1.49223	23
1.50459	20
1.517	26
1.52946	31
1.54197	18
1.55453	24
1.56714	19
1.5798	15
1.59251	31
1.60528	18
1.6181	20
1.63096	28
1.64388	12
1.65685	16
1.66987	24
1.68294	23
1.69606	27
1.70923	19
1.72246	25
1.73573	17
1.74905	20
1.76243	15
1.77586	19
1.78934	20
1.80287	21
1.81645	29
1.83008	27
1.84376	16
1.85749	16
1.87127	18
1.88511	17
1.899	15
1.91293	18
1.92692	26
1.94096	22
1.95505	30
1.96919	36
1.98338	65
1.99762	127
2.01192	132
2.02626	132
2.04066	145
2.0551	118
2.0696	91
2.08415	54
2.09875	27
2.1134	18
2.1281	19
2.14285	15
2.15765	25
2.17251	21
2.18741	23
2.20237	25
2.21737	20
2.23243	22
